fetch1000n04kunxuvldhdrw9kv5y92ym7f3tqexlgxv,0,10,0,0,0,0,1,0
fetch100vj97klapru8rtd4kndgk8ydyhvxem570dkdy,0.383777,0,0,0,0,0,1.5,0
fetch102320rgaq5uyaqj9td6tha0g4k28p3txrekz8g,31.200488,0,0,0,0,0,1,0
fetch1027maq7mdtaxa5wan00f0f5nmt70nz933z6vd5,0,0,0,0,0,0,1,0
fetch1028rnndhuzyrwth670gxfathjyg7uxyyqu45dz,1.14404,0,0,0,0,0,1,0
fetch102afw0n7cs0kvs2zkvatmjcrkv25jy2kxylht9,1,0,0,0,0,0,1,0
fetch102cfrqrq06gyewlxadmsgrc38wge3dzvsjpxrr,0,0,0,0,0,0,1,0
fetch102d6xx2k44mr6ch0s2md6epdaehttaa7r06n4x,222,165,0,0,0,0,1.5,0
fetch102dwayp0xcx9ge328uphmhq2n0e9pcawflvgwt,67.089785,55,0,0,0,0,1,0
fetch102n8a97we0s2jkdt5lu598qsjhv5z6d8ccqvxs,6.4,0,0,0,0,0,1,0
fetch102ntrhyxpfeyfc5kl0wam3ehmzz4atc52t0ddf,0.463293,45,0,0,0,0,1,0
fetch102rr5j5ewucgx64a6cwks72ewgq5lx54rpzh2v,0.29015,0,0,0,0,0,1,0
fetch1034pkj6fcm6te04vfq9d6qcm6493xa7dacswvh,1,0,0,0,0,0,1,0
fetch1037up2vcmxdpz5rv2hklm53jyc55g8fdhhguvq,0.204915,0,0,0,0,0,1,0
fetch103ngv5cftngje4yyhe5qkmp9adgdpsvy4fnkwz,1,0,0,0,0,0,1,0
fetch103nmasu5cc5cr6q3le4r6wk2a7ya0zq987snq7,0.296399,0,0,0,0,0,1,0
fetch103wknqxz09dsf9g2j8ful6ffez8pwg8hm2pxvp,0.13661,0,0,0,0,0,1,0
fetch10423se4v9q3nmqfn36n3sru90y5aygcf4c74l8,4.7,0,0,0,0,0,1,0
fetch1047ad8a920tzqz4nneav06j8l0lywvy3nr5dtg,0.28808,0,0,0,0,0,1,0
fetch1047vjnwgnzxycs7rwajvjm6fyghd6uvpr0ha96,0.087508,0,0,0,0,0,1,0
fetch104958xr39q85s3c3t0uqnuywdz3arkmgr8j7ek,0.087086,0,0,0,0,0,1,0
fetch104984gvdwdl22m8t467l6f6pflf9ypzyww4waq,0.174,0,0,0,0,0,1,0
fetch104awey5skn28azgc46yl0qpphz0aktvdkzqnw5,0.13661,0,0,0,0,0,1,0
fetch104nfkrj5800tyqh8x4v9vs2tzdlue4gg96pvez,0.13661,0,0,0,0,0,1,0
fetch104qnpkd64ppfhf42376duycu3ujm4jnprexztv,0.088676,0,0,0,0,0,1,0
fetch104rkcs289ztac7z2hr3502cfzqdd0kcu9adp4e,0.087086,0,0,0,0,0,1,0
fetch104ueggwelrw493nugjpz8zjdn6yrnhvv6fjr9w,0,0,0,0,0,0,1,0
fetch1050tp4hnhty9634xha3qfalguugnr3ual520lk,0,0,0,0,0,0,1,0
fetch105zhyy3lyjqhxdtllmz4rmp57gqmzxrpd5qz0q,0.000151,0,0,0,0,0,1,0
fetch1063lsvfr6tn7h94re7yhvqpfxluydppauls5ds,0.359605,0,0,0,0,0,1,0
fetch1066r758tcutq8fyns798nkqxfq7nqu9a60pa0g,0.302556,0,0,0,0,0,1,0
fetch1068z0ajwfeszwy59njcjan6tx6zp7l0r8cqs5d,0.16327,15,0,0,0,0,1,0
fetch106c92gr6u3349d9gvz84gxxgv05ezuy053lcez,3.914246,0,0,0,0,0,1,0
fetch106jc99nlh5jspd80q4xnv69d63qc9eg4m0sc2x,1,0,0,0,0,0,1,0
fetch106jm2jjv6fvf26aq6d9tvqcxgffnhjkregn9mn,0.37,0,0,0,0,0,1,0
fetch106re5vpeluswlj63z4cul2x97rk65sax30xltx,1,0,0,0,0,0,1,0
fetch106w4mudw5gqx6yv8x83r5v9c4e0xzfyvw5dwhh,0.054195,0,0,0,0,0,1,0
fetch106wdn8nyrclgfc39cwvjzt678h9kfe6re6ps59,1.14404,0,0,0,0,0,1,0
fetch1073s86hjkxpy0cgml4yughhwys40ywcanv257p,0.720202,0,0,0,0,0,1,0
fetch10744p7veccdrec8v2wa8lnel2wns8rzcjk6asc,0.193235,0,0,0,0,0,1,0
fetch107e9caffzkxwnj55tmw7x6llh872u6zjnvcmgh,1,0,0,0,0,0,1,0
fetch107fdhgmgw5yn355wtz3r4vfv90w8rnsstcd64s,0.087086,0,0,0,0,0,1,0
fetch107g09dpvj0yd6luxdgzfttlkgh2cwvtsj5502g,0.0202,0,0,0,0,0,1,0
fetch107lnykxg0zt6x4u07rey058ac7m8zzxx50cjkh,0,0,0,0,0,0,1,0
fetch107neluqpgnnsp34f5vfjptykhexat8fpga3nuc,0,0,0,0,0,0,1,0
